,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,Fireplaces,GarageYrBlt,GarageCars,GarageArea,MSZoning,Neighborhood,BsmtQual,BsmtFinType1,CentralAir,GarageType,SalePrice
670,6,2005,2005,738,738,1476,0,2005.0,2,540,RL,CollgCr,Gd,GLQ,Y,Attchd,12.063932878369052
671,6,1925,1950,672,697,1369,0,1930.0,1,300,RH,Edwards,TA,BLQ,N,Detchd,11.54829260880752
672,6,1977,1977,1208,1208,1208,1,1977.0,2,546,RL,Veenker,Gd,ALQ,Y,Attchd,12.013700752882718
673,6,1957,2004,1477,1839,1839,2,1957.0,2,416,RL,Crawfor,TA,GLQ,Y,Attchd,12.458774999085929
674,6,1965,1965,1136,1136,1136,1,1965.0,1,384,RL,NAmes,TA,Rec,Y,Attchd,11.84939770159144
675,6,1978,1978,855,855,1441,1,1978.0,2,440,RL,NPkVill,TA,ALQ,Y,Attchd,11.908340237224891
676,4,1900,1950,1095,1095,1774,0,1920.0,3,779,RM,OldTown,TA,Unf,N,2Types,11.37366339763672
677,5,1924,2006,768,792,792,0,1924.0,1,240,RL,OldTown,TA,Unf,Y,Detchd,11.603679828238693
678,8,2008,2008,2046,2046,2046,1,2008.0,3,834,RL,StoneBr,Ex,Unf,Y,Attchd,12.827992316801751
679,5,1961,1961,988,988,988,0,1963.0,2,572,RL,Sawyer,TA,Rec,Y,Detchd,11.763684183317412
680,6,1980,1980,923,923,923,1,1980.0,1,264,RL,SawyerW,Gd,BLQ,Y,Attchd,11.870599909242044
681,5,1932,2000,793,848,1520,0,1968.0,1,281,RH,SWISU,TA,Rec,Y,Detchd,11.979385322467598
682,6,1996,1997,1291,1291,1291,1,1996.0,2,431,RL,ClearCr,Gd,GLQ,Y,Attchd,12.061046873479915
683,9,2002,2002,1626,1668,1668,1,2002.0,3,702,RL,CollgCr,Gd,GLQ,Y,Attchd,12.560244459250788
684,7,1998,1998,1195,1195,1839,0,1998.0,2,486,RL,NoRidge,Gd,Unf,Y,Attchd,12.30591798049989
685,7,1984,1984,1190,1190,2090,1,1984.0,2,577,RL,StoneBr,Gd,GLQ,Y,Attchd,12.24288661865289
686,7,2007,2007,874,874,1761,0,2007.0,2,578,FV,Somerst,Gd,Unf,Y,Attchd,12.336552511980964
687,7,2004,2004,551,551,1102,0,2004.0,2,480,FV,Somerst,Gd,GLQ,Y,Detchd,11.910358401381128
688,8,2007,2007,1419,1419,1419,1,2007.0,2,567,RL,StoneBr,Gd,GLQ,Y,Attchd,12.8790171187726
689,6,2005,2006,1362,1362,1362,1,2005.0,2,460,RL,NridgHt,Gd,ALQ,Y,Attchd,12.17921519136029
690,6,2004,2004,848,848,848,1,2004.0,2,420,RM,CollgCr,Gd,GLQ,Y,Attchd,11.856515169360305
691,10,1994,1995,2444,2444,4316,2,1994.0,3,832,RL,NoRidge,Ex,GLQ,Y,Attchd,13.534473028231162
692,7,1989,1990,1210,1238,2519,2,1989.0,2,628,RL,Timber,Gd,GLQ,Y,Attchd,12.721885810807203
693,5,1921,1968,1073,1073,1073,0,1968.0,1,326,RL,OldTown,TA,Unf,Y,Detchd,11.594321103174222
694,5,1936,1950,927,1067,1539,0,1995.0,2,576,RM,BrkSide,TA,Unf,Y,Detchd,11.86005499606543
695,6,1987,1987,1112,1137,1137,1,1987.0,2,551,RL,Timber,Gd,GLQ,Y,Attchd,12.078239274020289
696,5,1921,1950,616,616,616,0,1921.0,1,205,RM,BrkSide,TA,LwQ,Y,Detchd,11.396391648714276
697,5,1952,1952,980,1148,1148,0,1952.0,1,308,RL,Edwards,Ex,LwQ,Y,Detchd,11.72399643505017
698,5,1965,2009,894,894,894,1,1973.0,1,336,RL,Sawyer,TA,GLQ,Y,Detchd,11.83862560460953
699,7,2004,2004,1391,1391,1391,0,2004.0,2,530,FV,Somerst,Gd,GLQ,Y,Attchd,12.185869938212655
700,8,2002,2002,1800,1800,1800,1,2002.0,3,765,RL,Timber,Ex,GLQ,Y,Attchd,12.652359748158593
701,7,1969,1969,1164,1164,1164,0,1969.0,2,528,RL,NWAmes,TA,Unf,Y,Attchd,11.84939770159144
702,8,2006,2006,1234,1264,2576,1,2006.0,3,666,RL,StoneBr,Ex,Unf,Y,BuiltIn,12.799175708864519
703,5,1900,1996,360,1032,1812,1,1999.0,2,672,RM,OldTown,Gd,Unf,Y,Detchd,11.84939770159144
704,7,2004,2005,1473,1484,1484,0,2004.0,2,606,RL,CollgCr,Gd,GLQ,Y,Attchd,12.269047444691562
705,4,1930,1950,0,372,1092,0,1978.5061638868744,0,0,RM,IDOTRR,No,No,N,No,10.915088464214607
706,7,1971,2002,1643,1824,1824,2,1971.0,2,739,RL,ClearCr,Gd,GLQ,Y,Attchd,12.618182296357007
707,8,2006,2006,1324,1324,1324,1,2006.0,2,550,RL,NridgHt,Gd,GLQ,Y,Attchd,12.445089546000673
708,7,2007,2007,728,728,1456,1,2007.0,2,400,RL,Gilbert,Gd,Unf,Y,Attchd,12.09815330331068
709,5,1966,1966,876,904,904,0,1966.0,1,408,RL,Sawyer,TA,Unf,Y,Attchd,11.607326140391713
710,3,1935,2003,270,729,729,0,1978.5061638868744,0,0,RL,BrkSide,TA,Unf,Y,No,10.858998997563564
711,4,1900,1950,859,859,1178,0,1964.0,1,384,C (all),IDOTRR,TA,Unf,Y,Detchd,11.540307141711446
712,8,1988,1989,1228,1228,1228,1,1988.0,2,472,RL,StoneBr,Gd,GLQ,Y,Attchd,12.14950229404178
713,4,1970,1970,960,960,960,0,1970.0,2,576,RL,BrkSide,TA,ALQ,N,Detchd,11.76756768334381
714,6,1976,2005,725,725,1479,0,1976.0,2,475,RL,Sawyer,TA,GLQ,Y,Attchd,11.779128505744886
715,6,1974,1974,1064,1350,1350,1,1974.0,2,478,RL,NWAmes,Gd,Unf,Y,Attchd,12.013700752882718
716,7,1890,1998,718,1576,2554,0,1996.0,2,704,RM,OldTown,TA,Unf,Y,Detchd,11.979799201207037
717,5,1973,2000,1176,1178,1178,1,1973.0,2,439,RL,NWAmes,Gd,BLQ,Y,Attchd,11.964001084330445
718,7,1993,1994,1311,1325,2418,1,1993.0,3,983,RL,NoRidge,Gd,GLQ,Y,Attchd,12.739637756265655
719,5,1969,1969,971,971,971,1,1969.0,1,300,RL,CollgCr,Gd,ALQ,Y,Attchd,11.763684183317412
720,8,1985,1985,1742,1742,1742,1,1985.0,2,564,RL,StoneBr,Gd,GLQ,Y,Attchd,12.524526376648708
721,6,2004,2004,848,848,848,0,2004.0,2,420,RM,CollgCr,Gd,GLQ,Y,Attchd,11.870599909242044
722,4,1970,1970,864,864,864,0,1994.0,2,463,RL,NAmes,TA,ALQ,Y,Detchd,11.732060994886899
723,4,1954,1972,941,997,1470,0,1958.0,1,548,RL,Edwards,TA,Unf,Y,Detchd,11.813030057420567
724,9,2007,2008,1698,1698,1698,1,2007.0,3,768,RL,Edwards,Ex,GLQ,Y,Attchd,12.676076274775909
725,4,1970,1970,864,864,864,0,1989.0,2,660,RL,NAmes,TA,ALQ,Y,Detchd,11.699405031912846
726,6,1988,2007,880,1680,1680,1,1988.0,2,540,RL,Crawfor,Gd,GLQ,Y,Attchd,12.310432660854417
727,7,2007,2007,1232,1232,1232,0,2007.0,2,632,RL,CollgCr,Gd,GLQ,Y,Attchd,12.178187442040638
728,5,1958,1958,1584,1776,1776,0,1968.0,3,888,RL,NAmes,TA,Unf,Y,Detchd,11.608235644774552
729,4,1925,1950,780,848,1208,0,1962.0,2,539,RM,IDOTRR,TA,BLQ,Y,Detchd,11.542484267211773
730,8,1995,1996,1595,1616,1616,1,1995.0,2,608,RL,StoneBr,Gd,GLQ,Y,Attchd,12.373703486914124
731,7,2003,2003,868,1146,1146,1,2003.0,2,438,RL,Timber,Ex,GLQ,Y,Attchd,12.141534124392603
732,7,1998,1999,1153,1153,2031,1,1998.0,2,541,RL,CollgCr,Gd,ALQ,Y,Attchd,12.312682380588432
733,5,1961,1983,864,1144,1144,1,1961.0,1,264,RL,Sawyer,TA,BLQ,Y,Attchd,11.786001385032646
734,5,1968,1968,948,948,948,0,1968.0,1,300,RL,Sawyer,TA,Unf,Y,Attchd,11.589886506106357
735,7,1914,1970,880,880,1768,2,1914.0,2,320,RM,OldTown,Gd,Rec,N,Detchd,12.0015054797889
736,3,1950,1950,0,1040,1040,0,1949.0,2,400,RL,NAmes,No,No,N,Detchd,11.44571671527678
737,8,2005,2005,893,901,1801,1,2005.0,3,800,RL,Gilbert,Gd,Unf,Y,Attchd,12.387977448827787
738,5,1987,1988,1200,1200,1200,0,1978.5061638868744,0,0,RL,Edwards,Gd,GLQ,Y,No,12.095141084822892
739,7,2004,2004,864,864,1728,0,2004.0,2,572,RL,CollgCr,Gd,Unf,Y,Attchd,12.154779351142624
740,5,1910,2002,264,768,1432,0,1910.0,2,360,RM,OldTown,Fa,Unf,Y,Detchd,11.790557201568507
741,6,1961,1996,912,912,912,0,1962.0,1,288,RL,Sawyer,TA,GLQ,Y,Detchd,11.863582336583399
742,7,2000,2001,1349,1349,1349,0,2000.0,2,539,RL,SawyerW,Gd,Unf,Y,Attchd,12.095141084822892
743,5,1963,1999,520,1464,1464,1,1997.0,2,480,RL,Sawyer,Gd,ALQ,Y,Attchd,12.072541252905651
744,8,1993,1993,1337,1337,1337,1,1993.0,2,462,RL,StoneBr,Gd,GLQ,Y,Attchd,12.100712129872347
745,8,1976,1996,1142,1175,2715,2,1994.0,2,831,RL,NWAmes,TA,GLQ,Y,BuiltIn,12.610870864650634
746,7,2000,2000,952,980,2256,1,2000.0,2,554,RL,Gilbert,Gd,GLQ,Y,BuiltIn,12.371587084007746
747,7,1880,2003,1240,1320,2640,1,1950.0,4,864,RM,OldTown,TA,Unf,N,Detchd,12.491172637278908
748,7,1996,1996,1720,1720,1720,1,1996.0,2,527,RL,NoRidge,Gd,GLQ,Y,Attchd,12.46997418931655
749,4,1945,1950,0,1088,1529,0,1945.0,1,240,RL,Edwards,No,No,N,Detchd,11.49272275765271
750,4,1910,2004,576,792,1140,0,1978.5061638868744,0,0,RM,OldTown,TA,Unf,Y,No,11.477298287327077
751,7,2003,2003,660,660,1320,0,2003.0,2,400,RL,Gilbert,Gd,Unf,Y,Attchd,11.99535161421452
752,6,1997,1997,1479,1494,1494,0,1997.0,2,576,RL,CollgCr,Gd,GLQ,Y,Attchd,12.287652632522597
753,8,2005,2005,1030,1038,2098,1,2005.0,3,878,RL,NridgHt,Gd,Unf,Y,Attchd,12.526342907575106
754,6,1969,2005,1026,1026,1026,0,1969.0,2,440,RL,NAmes,TA,GLQ,Y,Detchd,11.957611286231675
755,6,1999,1999,729,742,1471,0,1999.0,2,440,FV,Somerst,Gd,GLQ,Y,Detchd,12.058152515453552
756,8,2007,2007,866,866,1768,0,2007.0,2,578,RL,CollgCr,Gd,GLQ,Y,Attchd,12.26434155365415
757,6,1978,1978,672,672,1386,1,1978.0,2,440,RL,Sawyer,TA,Rec,Y,Attchd,11.976030352524807
758,7,1999,1999,744,757,1501,0,1999.0,2,440,FV,Somerst,Gd,ALQ,Y,Detchd,12.097373228606832
759,8,1995,1995,1318,1328,2531,1,1995.0,3,752,RL,NoRidge,Gd,LwQ,Y,Attchd,12.577636201962656
760,6,1959,1959,864,864,864,0,2008.0,1,300,RL,NAmes,TA,Rec,Y,Detchd,11.755871643580617
761,5,1924,1950,1145,1301,1301,0,1965.0,2,440,RM,BrkSide,TA,LwQ,Y,Detchd,11.512925464970229
762,7,2009,2009,756,764,1547,0,2009.0,2,614,FV,Somerst,Gd,GLQ,Y,Attchd,12.279323107269766
763,8,1999,1999,1252,1268,2365,1,1999.0,3,856,RL,NoRidge,Gd,GLQ,Y,Attchd,12.727838209334498
764,8,1995,1996,1494,1494,1494,1,1995.0,2,481,RL,Veenker,Gd,LwQ,Y,Attchd,12.506177237980511
765,9,2008,2008,1498,1506,1506,1,2008.0,2,592,RL,Somerst,Gd,Unf,Y,Attchd,12.484204257170104
766,7,1988,1988,980,980,1714,1,1988.0,2,496,RL,NWAmes,Gd,GLQ,Y,Attchd,12.188417710291453
767,6,1940,1985,983,983,1750,0,1989.0,1,423,RL,Mitchel,Gd,ALQ,Y,Attchd,11.982929094215963
768,7,2004,2005,1860,1836,1836,1,2004.0,2,484,RL,CollgCr,Gd,GLQ,Y,Attchd,12.28690119819279
769,8,2003,2003,1650,1690,3279,1,2003.0,3,841,RL,StoneBr,Gd,ALQ,Y,BuiltIn,13.195613839143922
770,5,1982,1982,858,858,858,0,1983.0,2,576,RL,Sawyer,Gd,GLQ,Y,Detchd,11.812289042195847
771,4,1951,1951,836,1220,1220,0,1951.0,2,396,RL,Edwards,Fa,LwQ,Y,Detchd,11.532728092266408
772,6,1976,1976,1029,1117,1117,1,1976.0,2,672,RL,Edwards,TA,ALQ,Y,Detchd,11.580584113444043
773,5,1958,1958,912,912,912,0,1958.0,1,275,RL,NAmes,TA,Rec,Y,Attchd,11.648330101976432
774,8,2006,2006,1935,1973,1973,1,2006.0,3,895,RL,NridgHt,Gd,Unf,Y,Attchd,12.886641043883259
775,6,1998,1998,1204,1204,1204,0,1998.0,2,412,RM,Mitchel,Ex,GLQ,Y,Attchd,11.99535161421452
776,7,2005,2006,1614,1614,1614,0,2005.0,3,865,RL,CollgCr,Gd,GLQ,Y,Attchd,12.308177868467327
777,5,1974,1974,864,894,894,1,1974.0,2,440,RL,Sawyer,TA,ALQ,Y,Attchd,11.867097278690842
778,5,1977,1977,0,2020,2020,2,1977.0,2,630,RH,SawyerW,No,No,Y,Detchd,11.877568578558138
779,6,1977,1977,975,1004,1004,0,1977.0,2,504,RL,Mitchel,Gd,GLQ,Y,Attchd,11.813030057420567
780,7,1995,1996,1237,1253,1253,1,1995.0,2,402,RL,Gilbert,Gd,Unf,Y,Attchd,12.078239274020289
781,6,1992,1992,761,810,1603,0,1992.0,2,484,RL,SawyerW,Gd,ALQ,Y,Attchd,12.077670930725649
782,7,2001,2002,1413,1430,1430,0,2001.0,2,605,RL,CollgCr,Gd,Unf,Y,Attchd,12.139398512262181
783,5,1978,1978,1097,1110,1110,1,1978.0,2,602,RL,Mitchel,Gd,GLQ,Y,Attchd,12.016726473799254
784,6,1914,2001,742,742,1484,1,1978.5061638868744,0,0,RM,OldTown,TA,Unf,Y,No,11.759785542901755
785,6,1967,1967,1372,1342,1342,1,1967.0,2,457,RL,NWAmes,TA,Rec,Y,Attchd,11.992260421644849
786,5,1915,1950,686,966,1652,0,1961.0,1,416,RM,OldTown,Fa,LwQ,Y,Detchd,11.842229212112828
787,7,2004,2004,956,956,2084,0,2004.0,2,618,RL,SawyerW,Gd,GLQ,Y,BuiltIn,12.358793732547838
788,4,1954,2000,901,901,901,0,1954.0,1,281,RM,OldTown,TA,Unf,Y,Detchd,11.588960151246226
789,6,1966,2007,832,976,2087,0,1966.0,2,444,RL,ClearCr,TA,LwQ,Y,Attchd,12.141534124392603
790,7,2005,2006,1145,1145,1145,1,2005.0,2,397,RL,Blmngtn,Gd,GLQ,Y,Attchd,11.984178313616395
791,6,1976,1976,1029,1062,1062,2,1976.0,2,539,RL,Mitchel,Gd,ALQ,Y,Attchd,11.896826395162552
792,7,1996,1997,1117,1127,2013,1,1997.0,2,455,RL,NoRidge,Gd,GLQ,Y,Attchd,12.50539915757667
793,8,2007,2007,1496,1496,1496,0,2007.0,2,474,RL,Somerst,Gd,Unf,Y,Attchd,12.323855681186558
794,7,1994,1996,712,1086,1895,1,1994.0,2,409,RL,Gilbert,Gd,Unf,Y,Attchd,12.178187442040638
795,6,1980,1981,650,888,1564,1,1980.0,2,476,RL,SawyerW,Gd,Unf,Y,Attchd,12.049418835484797
796,6,1977,1977,660,1285,1285,1,1977.0,2,528,RL,Sawyer,TA,Unf,Y,Attchd,11.874090314181814
797,5,1953,1953,773,773,773,0,1953.0,1,240,RL,NAmes,TA,BLQ,Y,Attchd,11.608235644774552
798,9,2008,2009,1926,1966,3140,2,2009.0,3,820,RL,NridgHt,Ex,Unf,Y,BuiltIn,13.091904169919621
799,5,1937,1950,731,981,1768,2,1939.0,1,240,RL,SWISU,Gd,ALQ,Y,Detchd,12.072541252905651
800,6,1997,1997,616,616,1688,0,1997.0,2,603,RL,ClearCr,Gd,GLQ,Y,Attchd,12.206072645530174
801,4,1916,1990,1196,1196,1196,0,1957.0,2,440,RM,IDOTRR,TA,LwQ,Y,Detchd,11.607326140391713
802,7,2005,2005,728,728,1456,1,2005.0,2,410,RL,CollgCr,Gd,GLQ,Y,Attchd,12.14950229404178
803,9,2008,2009,1734,1734,2822,1,2009.0,3,1020,RL,NridgHt,Ex,Unf,Y,BuiltIn,13.275827535915461
804,5,1954,1954,936,1128,1128,0,1954.0,1,286,RL,NAmes,TA,LwQ,Y,Attchd,11.678439903447801
805,7,2008,2008,1417,1428,1428,0,2008.0,2,554,RL,Somerst,Gd,Unf,Y,Attchd,12.33569641332368
806,5,1967,1967,980,980,980,0,1967.0,1,384,RL,NAmes,TA,ALQ,Y,Attchd,11.816726919301892
807,5,1923,2004,1324,1072,1576,1,1923.0,2,528,RL,BrkSide,TA,GLQ,Y,Attchd,12.31716669303576
808,5,1966,1966,1024,1086,1086,1,1966.0,2,484,RL,NAmes,TA,ALQ,Y,Attchd,11.982616545377663
809,5,1898,1965,849,1075,2138,0,1910.0,2,360,RM,OldTown,TA,Unf,N,Detchd,11.571194373094205
810,6,1974,1999,1040,1309,1309,1,1974.0,2,484,RL,NWAmes,TA,ALQ,Y,Attchd,12.106252310247962
811,6,2004,2004,848,848,848,1,2004.0,2,420,RM,CollgCr,Gd,GLQ,Y,Attchd,11.881034786534624
812,5,1952,1952,540,1044,1044,0,1952.0,2,504,C (all),IDOTRR,TA,Unf,N,Basment,10.932981961904135
813,6,1958,1958,1442,1442,1442,0,1958.0,1,301,RL,NAmes,TA,Rec,Y,Attchd,11.969717200243734
814,5,1918,1950,686,686,1250,0,1955.0,1,280,RL,Edwards,TA,Unf,Y,Detchd,11.661345470088502
815,7,1998,1998,1649,1661,1661,0,1998.0,2,598,RL,CollgCr,Gd,Unf,Y,Attchd,12.323411137947407
816,5,1954,1954,1008,1008,1008,1,1954.0,1,275,RL,NAmes,TA,BLQ,Y,Attchd,11.827736204810263
817,8,2002,2002,1568,1689,1689,2,2002.0,3,857,RL,Mitchel,Gd,GLQ,Y,Attchd,12.509874099861838
818,6,1971,1971,1010,1052,1052,0,1971.0,2,440,RL,ClearCr,TA,GLQ,Y,Attchd,11.951180395901384
819,7,2009,2010,1358,1358,1358,1,2010.0,2,484,RL,NridgHt,Gd,GLQ,Y,Attchd,12.319401330837177
820,7,2003,2003,798,798,1640,0,2003.0,2,595,RL,CollgCr,Gd,Unf,Y,Attchd,12.117241431823558
821,4,1953,1953,936,936,936,0,1974.0,2,576,RM,OldTown,Fa,Unf,N,Detchd,11.440354772135393
822,7,2003,2003,847,847,1733,1,2003.0,2,433,RL,Gilbert,Gd,Unf,Y,BuiltIn,12.323855681186558
823,6,1940,1950,778,944,1489,1,1940.0,1,240,RL,SWISU,TA,Unf,Y,Detchd,11.845819880243557
824,8,2006,2006,1489,1489,1489,1,2006.0,2,776,FV,Somerst,Gd,Unf,Y,Attchd,12.3570755190667
825,10,2007,2008,2078,2084,2084,1,2007.0,3,1220,RL,NridgHt,Ex,GLQ,Y,Attchd,12.86099861326992
826,5,1924,1950,784,784,784,0,1978.5061638868744,0,0,RM,BrkSide,TA,ALQ,Y,No,11.603679828238693
827,7,2001,2001,1454,1434,1434,1,2001.0,2,527,RL,SawyerW,Gd,GLQ,Y,Attchd,12.14950229404178
828,5,1967,1967,1013,1160,2126,0,1967.0,2,538,RL,ClearCr,TA,LwQ,Y,Attchd,12.128111104060462
829,7,2005,2005,600,520,1223,0,2005.0,2,480,FV,Somerst,Gd,Unf,Y,Detchd,11.900905258737373
830,6,1957,1957,1392,1392,1392,2,1957.0,2,458,RL,NAmes,TA,Rec,Y,Attchd,12.01974306733868
831,7,2005,2005,600,520,1200,0,2005.0,2,480,FV,Somerst,Gd,Unf,Y,Detchd,11.925035115797062
832,7,2003,2003,941,941,1829,1,2003.0,2,613,RL,CollgCr,Gd,GLQ,Y,Attchd,12.375815420117268
833,6,1964,1964,1516,1516,1516,0,1964.0,2,472,RL,NAmes,TA,Rec,Y,Attchd,12.025749091398891
834,5,1961,1961,1144,1144,1144,0,1961.0,2,456,RL,NAmes,TA,Rec,Y,Attchd,11.8490404949436
835,4,1950,1995,1067,1067,1067,0,1996.0,2,436,RL,Sawyer,Gd,BLQ,Y,Attchd,11.759785542901755
836,5,1948,1973,1559,1559,1559,0,1948.0,2,812,RM,OldTown,TA,Rec,Y,Detchd,11.941455846009388
837,6,1973,1973,483,483,987,0,1973.0,1,264,RM,BrDale,TA,BLQ,Y,Detchd,11.512925464970229
838,5,1995,2006,1099,1099,1099,0,1999.0,1,352,RL,CollgCr,Gd,Unf,Y,Attchd,11.877568578558138
839,5,1946,1995,768,768,1200,0,1946.0,1,240,RL,Edwards,TA,BLQ,Y,Detchd,11.779128505744886
840,6,1925,1950,672,810,1482,0,1934.0,1,400,RH,SWISU,TA,BLQ,N,Detchd,11.84939770159144
841,5,1904,2002,650,958,1539,1,1983.0,2,686,RM,OldTown,TA,Unf,Y,Detchd,11.967180737247824
842,6,1966,1966,1127,1165,1165,0,1966.0,2,490,RL,NAmes,TA,Rec,Y,Attchd,12.071969661006694
843,5,1961,1961,1800,1800,1800,0,1978.5061638868744,0,0,RL,NAmes,TA,Unf,N,No,11.856515169360305
844,5,1915,1950,876,876,1416,1,1949.0,3,720,RM,OldTown,TA,Unf,Y,Detchd,11.94405831982697
845,5,1975,1981,1390,1701,1701,2,1975.0,2,611,RL,Sawyer,Gd,ALQ,Y,Basment,12.049418835484797
846,7,1993,1993,740,1006,1775,1,1993.0,2,425,RL,SawyerW,Gd,ALQ,Y,Attchd,12.269047444691562
847,5,1972,1972,864,864,864,1,1972.0,1,338,RL,CollgCr,TA,BLQ,Y,Attchd,11.801856756822442
848,6,1908,1997,907,1307,2358,1,1908.0,2,360,RL,ClearCr,TA,Unf,Y,Detchd,12.388394202324129
849,6,1976,1994,528,1094,1855,1,1976.0,2,512,RL,Veenker,TA,Unf,Y,Attchd,12.138863895836725
850,6,2003,2003,848,848,848,0,2003.0,2,420,RM,CollgCr,Gd,GLQ,Y,Attchd,11.786762130599957
851,8,2003,2003,1273,1456,1456,1,2003.0,2,400,RL,Blmngtn,Gd,Unf,Y,Attchd,12.2783933071098
852,7,1941,1950,918,918,1646,2,1941.0,1,240,RL,Crawfor,TA,Rec,Y,Detchd,12.007621706806335
853,6,1964,1964,1127,1445,1445,1,1964.0,2,645,RL,NAmes,TA,Rec,Y,Attchd,11.970350312009105
854,5,1955,1974,1763,1779,1779,1,1955.0,2,454,RL,Sawyer,TA,ALQ,Y,Attchd,12.043553716032399
855,5,1962,2010,1040,1040,1040,0,1962.0,1,260,RL,Sawyer,TA,ALQ,Y,Detchd,11.751942365440728
856,6,1978,1978,940,1026,1026,0,1981.0,2,576,RL,CollgCr,Gd,GLQ,Y,Detchd,11.898187865760873
857,6,1994,1995,702,702,1481,1,1994.0,2,343,RL,Gilbert,Gd,Unf,Y,Attchd,12.066810578196666
858,7,1976,1976,1090,1370,1370,1,1976.0,2,479,RL,NWAmes,Gd,Unf,Y,Attchd,11.931635799828413
859,6,1968,1984,1054,1512,2654,1,1968.0,2,619,RL,NWAmes,TA,BLQ,Y,Attchd,12.429216196844383
860,7,1918,1998,912,912,1426,1,1925.0,1,216,RL,Crawfor,TA,Unf,Y,Detchd,12.154516158615772
861,5,1965,1965,1039,1039,1039,0,1965.0,2,504,RL,Sawyer,TA,BLQ,Y,Attchd,11.786762130599957
862,6,1984,1985,1040,1097,1097,0,1986.0,2,480,RL,SawyerW,Gd,GLQ,Y,Attchd,11.931635799828413
863,5,1959,1959,1148,1148,1148,0,1959.0,1,672,RL,NAmes,TA,BLQ,Y,Attchd,11.794337924408413
864,7,2007,2008,1372,1372,1372,0,2008.0,2,529,FV,Somerst,Ex,Unf,Y,Attchd,12.431533509799543
865,5,1970,1970,1002,1002,1002,0,1973.0,2,902,RL,NAmes,TA,BLQ,Y,Detchd,11.908340237224891
866,8,2006,2007,1638,1646,1646,1,2007.0,3,870,RL,Timber,Gd,Unf,Y,Attchd,12.424806488355683
867,4,1961,1961,1040,1120,1120,0,1961.0,2,544,RL,Sawyer,TA,ALQ,Y,Attchd,11.76756768334381
868,5,1948,1950,0,1547,2320,1,1979.0,2,672,RL,Gilbert,No,No,Y,Attchd,12.037653993905211
869,7,1993,1994,1050,1062,1949,1,1993.0,2,574,RL,SawyerW,Gd,GLQ,Y,Attchd,12.371587084007746
870,5,1962,1962,894,894,894,0,1962.0,1,308,RL,NAmes,TA,Unf,N,Detchd,11.603679828238693
871,6,1998,1998,804,804,1682,0,1998.0,2,523,RL,CollgCr,Gd,GLQ,Y,Attchd,12.20856952572876
872,5,1953,1996,105,910,910,0,1953.0,2,414,RL,NAmes,TA,Unf,Y,Attchd,11.661345470088502
873,5,1949,1950,832,1036,1268,1,1949.0,1,288,RL,NAmes,TA,Rec,Y,Attchd,11.79810440720389
874,5,1941,1950,676,676,1131,0,1941.0,1,200,RM,OldTown,TA,Unf,Y,Detchd,11.104957226643945
875,8,2007,2007,1184,1184,2610,1,2007.0,2,550,FV,Somerst,Gd,GLQ,Y,BuiltIn,12.623061104072981
876,4,1963,1963,1064,1040,1040,0,1963.0,2,648,RL,Mitchel,TA,ALQ,Y,Attchd,11.792449349720545
877,9,2004,2005,1462,1462,2224,1,2004.0,3,738,RL,NridgHt,Ex,GLQ,Y,Attchd,12.765688433465597
878,5,1961,1995,1109,1155,1155,0,1987.0,2,576,RL,Sawyer,TA,ALQ,Y,Detchd,11.904967552746252
879,5,1978,2005,864,864,864,0,1978.0,1,336,RL,CollgCr,TA,ALQ,Y,Attchd,11.824079893607152
880,5,2005,2006,1090,1090,1090,0,2005.0,2,450,RL,Edwards,Ex,ALQ,Y,Attchd,11.964001084330445
881,7,1990,1991,1156,1187,1717,1,1990.0,2,400,RL,Timber,Gd,LwQ,Y,Attchd,12.141534124392603
882,6,1992,1993,808,808,1593,1,1993.0,2,389,RL,Gilbert,Gd,Unf,Y,BuiltIn,12.089538829274222
883,4,1912,1950,795,954,2230,0,1997.0,1,440,RL,SWISU,TA,Unf,N,Detchd,11.682668239557323
884,5,1967,1967,892,892,892,0,1967.0,1,288,RL,NAmes,TA,BLQ,Y,Attchd,11.512925464970229
885,9,1999,2000,1698,1709,1709,1,1999.0,2,506,FV,Somerst,Ex,GLQ,Y,Attchd,12.703509032177148
886,5,1959,2005,1626,1712,1712,0,2005.0,2,588,RL,NAmes,TA,LwQ,Y,Attchd,11.884489021402711
887,5,1955,1955,816,872,1393,0,1955.0,1,300,RL,Edwards,TA,Unf,Y,Attchd,11.816726919301892
888,8,1970,1970,2217,2217,2217,1,1970.0,2,621,RL,NAmes,TA,ALQ,Y,Attchd,12.498742259492994
889,6,1953,1953,1505,1505,1505,1,1953.0,2,505,RL,NAmes,TA,BLQ,Y,Attchd,11.915051671812877
890,5,1949,2006,672,672,924,1,2003.0,2,576,RL,NAmes,TA,Unf,Y,Detchd,11.719126295554126
891,6,1978,1978,918,918,1683,1,1978.0,2,440,RL,Sawyer,TA,LwQ,Y,Attchd,12.058152515453552
892,6,1963,2003,1059,1068,1068,0,1963.0,1,264,RL,Sawyer,TA,GLQ,Y,Attchd,11.947949375319936
893,5,1954,1954,1383,1383,1383,1,1954.0,1,354,RL,Sawyer,Gd,BLQ,Y,Attchd,12.013700752882718
894,5,1979,1979,0,1535,1535,0,1979.0,2,400,RL,SawyerW,No,No,Y,Attchd,11.685684782260491
