OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice,MSZoning,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,SaleType,SaleCondition
4,1941,1950,672,672,924,1,5,0,1941.0,1,280,11.289781913656018,3.0,1.0,3.0,3.0,4.0,0.0,7.0,2.0,1.0,0.0,1.0,8.0,8.0,2.0,3.0,1.0,0.0,2.0,4.0,3.0,1.0,6.0,3.0,1.0,0.0,0.0,1.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,8.0,4.0
5,1928,1950,1042,1042,1576,1,8,1,1928.0,1,225,11.911701584927597,4.0,1.0,3.0,3.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,8.0,8.0,2.0,3.0,4.0,0.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,3.0
6,1985,1985,1298,1298,1298,2,5,1,1985.0,2,403,12.100712129872347,3.0,1.0,3.0,3.0,4.0,0.0,20.0,2.0,0.0,2.0,1.0,13.0,15.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,6.0,1.0,4.0,1.0,4.0,2.0,6.0,5.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1941,1950,704,860,1564,1,7,1,1941.0,1,234,12.069680020624618,3.0,1.0,3.0,0.0,4.0,0.0,6.0,2.0,0.0,5.0,1.0,8.0,8.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,6.0,1.0,0.0,1.0,4.0,1.0,6.0,2.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1926,1950,572,572,1111,1,5,1,1982.0,1,288,11.66907414746016,4.0,1.0,3.0,3.0,4.0,0.0,17.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,6.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1920,1988,650,832,1482,1,7,0,1930.0,2,324,11.870599909242044,4.0,1.0,3.0,3.0,4.0,0.0,17.0,0.0,0.0,5.0,3.0,12.0,13.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,0.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1950,1950,932,932,932,1,4,1,1950.0,1,306,11.728036844587175,3.0,1.0,0.0,3.0,4.0,0.0,12.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,0.0,2.0,6.0,2.0,1.0,3.0,5.0,5.0,2.0,0.0,8.0,4.0
5,1959,1959,1466,1466,1466,1,6,2,1959.0,2,528,11.917723684090689,3.0,1.0,3.0,3.0,4.0,0.0,7.0,2.0,0.0,2.0,1.0,6.0,10.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,6.0,1.0,4.0,1.0,4.0,1.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1956,2004,1073,1811,1811,1,6,1,1956.0,2,470,12.345834587905333,3.0,1.0,0.0,3.0,4.0,0.0,6.0,2.0,0.0,2.0,1.0,10.0,11.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,0.0
6,1930,2007,816,816,816,1,5,0,2002.0,1,432,11.699405031912846,4.0,1.0,3.0,3.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,13.0,14.0,2.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1965,1988,864,902,1820,1,8,2,1965.0,2,492,12.215032386901646,3.0,1.0,0.0,3.0,4.0,0.0,12.0,2.0,0.0,5.0,1.0,12.0,13.0,3.0,3.0,4.0,1.0,4.0,4.0,1.0,0.0,6.0,1.0,4.0,1.0,4.0,2.0,6.0,2.0,1.0,3.0,5.0,5.0,2.0,0.0,8.0,4.0
5,1976,2004,1437,1437,1437,2,6,1,1976.0,2,528,12.292250341771226,3.0,1.0,0.0,3.0,0.0,0.0,24.0,2.0,0.0,2.0,1.0,9.0,10.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,0.0,6.0,1.0,4.0,1.0,4.0,2.0,6.0,1.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1965,1999,1219,1265,1265,2,6,1,1965.0,2,502,12.100156419938624,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,0.0,7.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,0.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,5.0,5.0,2.0,2.0,8.0,4.0
7,2007,2008,1314,1314,1314,2,6,1,2008.0,2,626,12.345834587905333,3.0,1.0,0.0,3.0,4.0,0.0,16.0,2.0,3.0,2.0,1.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
8,2007,2008,1580,1580,1580,2,7,0,2008.0,3,830,12.367885325692589,3.0,1.0,3.0,3.0,2.0,0.0,21.0,1.0,0.0,2.0,1.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,3.0,5.0
6,1974,1974,901,943,1876,2,8,1,1974.0,2,540,12.128111104060462,3.0,1.0,3.0,3.0,4.0,0.0,14.0,2.0,0.0,5.0,3.0,6.0,6.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,0.0,6.0,1.0,4.0,1.0,4.0,2.0,6.0,5.0,1.0,2.0,2.0,5.0,2.0,4.0,8.0,4.0
6,1978,1978,855,855,1456,2,7,1,1978.0,2,440,11.891361900690473,3.0,1.0,3.0,3.0,4.0,0.0,13.0,2.0,3.0,5.0,1.0,9.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,0.0,6.0,1.0,1.0,1.0,4.0,3.0,6.0,5.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1954,2006,1296,1640,1640,1,7,1,1993.0,2,924,12.319401330837177,3.0,1.0,0.0,2.0,1.0,0.0,6.0,4.0,0.0,2.0,3.0,6.0,6.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,1.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1968,1968,894,894,894,1,5,1,1968.0,2,450,11.76756768334381,3.0,1.0,3.0,3.0,4.0,0.0,19.0,2.0,0.0,2.0,1.0,12.0,13.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0,6.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1969,1969,1198,1258,1258,0,6,0,1969.0,2,400,11.598726943661342,3.0,1.0,3.0,3.0,4.0,0.0,19.0,1.0,2.0,6.0,1.0,9.0,10.0,2.0,3.0,4.0,1.0,2.0,4.0,0.0,2.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,8.0,2.0
5,1978,1978,1360,1432,1432,1,5,1,1978.0,2,588,12.175613438045465,3.0,1.0,0.0,3.0,2.0,0.0,24.0,1.0,0.0,7.0,1.0,9.0,10.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2009,2009,1502,1502,1502,2,7,0,2009.0,2,644,12.359523080243038,3.0,1.0,0.0,3.0,4.0,0.0,16.0,2.0,0.0,2.0,1.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,6.0,5.0
8,2008,2008,1694,1694,1694,2,7,0,2008.0,3,776,12.41044104151805,3.0,1.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,12.0,13.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
6,2000,2000,959,959,1671,2,7,1,2000.0,2,472,12.061046873479915,3.0,1.0,0.0,3.0,4.0,0.0,8.0,6.0,0.0,5.0,1.0,12.0,13.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1935,1986,1127,1236,2108,2,7,2,1935.0,2,540,12.367340793126296,3.0,1.0,3.0,3.0,0.0,0.0,7.0,2.0,0.0,5.0,3.0,11.0,12.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,2.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
10,1995,1996,1930,1831,3627,3,10,1,1995.0,3,807,13.345506928718539,3.0,1.0,0.0,3.0,1.0,0.0,15.0,2.0,0.0,5.0,3.0,6.0,6.0,1.0,2.0,2.0,2.0,0.0,4.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1977,1977,1096,1118,1118,1,6,1,1977.0,1,358,12.049418835484797,3.0,1.0,3.0,3.0,4.0,0.0,11.0,2.0,0.0,7.0,1.0,9.0,10.0,2.0,3.0,4.0,1.0,4.0,4.0,0.0,0.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,4.0,1.0,0.0,5.0,5.0,2.0,0.0,8.0,4.0
6,1958,1958,1261,1261,1261,1,6,1,1958.0,2,433,12.0015054797889,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,0.0,2.0,3.0,8.0,8.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2006,2007,625,625,1250,2,5,0,2006.0,2,625,12.05466819137094,1.0,2.0,0.0,3.0,4.0,0.0,21.0,2.0,4.0,5.0,1.0,8.0,8.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,5.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1946,1994,1598,1636,3086,3,12,1,1978.5061638868744,0,0,12.20856952572876,3.0,1.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,1.0,8.0,8.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,2.0,6.0,1.0,3.0,3.0,2.0,2.0,8.0,4.0
6,1932,1950,952,1170,2345,2,9,1,1932.0,2,360,12.384218830913648,3.0,1.0,0.0,3.0,4.0,0.0,6.0,2.0,0.0,5.0,1.0,13.0,14.0,2.0,3.0,4.0,0.0,2.0,4.0,3.0,5.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
8,1992,2000,1683,2129,2872,2,9,1,1992.0,2,541,12.560244459250788,3.0,1.0,3.0,3.0,4.0,0.0,15.0,2.0,0.0,0.0,3.0,6.0,6.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1984,1985,876,923,923,1,5,0,1984.0,1,264,11.691071650353702,3.0,1.0,0.0,3.0,1.0,0.0,11.0,2.0,0.0,2.0,1.0,6.0,10.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,2.0,8.0,4.0
6,1926,2004,818,818,1224,1,5,0,1926.0,1,210,11.652687407345388,4.0,0.0,3.0,0.0,4.0,0.0,17.0,0.0,0.0,0.0,1.0,8.0,8.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,0.0,4.0,8.0,4.0
5,1921,1950,731,820,1343,1,7,1,1921.0,1,186,11.95053502640496,3.0,1.0,0.0,3.0,2.0,0.0,6.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,3.0,4.0,0.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,2.0,5.0,3.0,1.0,5.0,2.0,4.0,8.0,4.0
5,1954,1954,0,1124,1124,1,5,1,1978.5061638868744,0,0,11.440354772135393,3.0,1.0,3.0,3.0,0.0,0.0,7.0,2.0,0.0,2.0,1.0,13.0,14.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,6.0,1.0,3.0,3.0,0.0,4.0,8.0,4.0
7,1990,1991,1216,1298,2514,2,8,0,1990.0,2,693,12.429216196844383,3.0,1.0,1.0,3.0,0.0,0.0,23.0,2.0,0.0,5.0,1.0,8.0,8.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,0.0,8.0,4.0
8,2008,2008,1600,1652,1652,2,5,1,2008.0,2,482,12.8802918162046,4.0,1.0,0.0,1.0,4.0,1.0,6.0,2.0,4.0,2.0,3.0,5.0,5.0,3.0,0.0,4.0,2.0,0.0,4.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,5.0,5.0,2.0,4.0,6.0,5.0
10,1996,1996,2396,2411,4476,3,10,2,1996.0,3,813,13.521139497361697,3.0,1.0,0.0,3.0,0.0,0.0,15.0,2.0,0.0,5.0,3.0,13.0,7.0,2.0,2.0,4.0,2.0,0.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,0.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,2.0,8.0,0.0
5,1920,1950,1120,1130,1130,1,5,1,1970.0,2,720,11.695247021764184,3.0,0.0,3.0,3.0,4.0,0.0,17.0,2.0,0.0,2.0,3.0,11.0,12.0,2.0,3.0,4.0,0.0,4.0,4.0,3.0,5.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1963,1963,1572,1572,1572,1,5,2,1963.0,3,995,12.137258329529814,3.0,1.0,3.0,3.0,4.0,1.0,23.0,2.0,0.0,2.0,3.0,8.0,8.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,5.0,6.0,1.0,2.0,1.0,4.0,3.0,6.0,5.0,0.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1924,1950,784,949,1221,1,7,0,1965.0,1,392,11.560762794384388,3.0,1.0,3.0,3.0,4.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,4.0,4.0,3.0,1.0,6.0,1.0,2.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
3,1900,1970,978,1014,1699,2,7,0,1920.0,2,420,11.461632170582678,3.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,5.0,1.0,6.0,6.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,4.0,3.0,1.0,1.0,2.0,4.0,8.0,0.0
8,1994,1995,1624,1624,1624,2,5,1,1994.0,3,757,12.476099782743233,3.0,1.0,3.0,3.0,0.0,0.0,15.0,2.0,0.0,2.0,1.0,7.0,7.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,1.0,1.0,2.0,5.0,5.0,2.0,0.0,8.0,4.0
7,2002,2002,831,831,1660,2,7,0,2002.0,2,493,12.180754837545884,3.0,1.0,0.0,3.0,4.0,0.0,5.0,2.0,0.0,5.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
7,1999,1999,994,1028,1804,2,7,1,1999.0,2,442,12.14950229404178,3.0,1.0,3.0,3.0,4.0,0.0,8.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,6.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1961,1975,1249,1622,1622,1,7,1,1975.0,4,1356,12.031719258385396,3.0,1.0,3.0,2.0,4.0,1.0,11.0,2.0,1.0,2.0,1.0,8.0,8.0,3.0,3.0,2.0,1.0,4.0,4.0,0.0,1.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,5.0,0.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
8,1999,2000,776,764,1441,2,5,0,1999.0,2,492,12.066810578196666,1.0,2.0,3.0,3.0,4.0,0.0,21.0,2.0,3.0,5.0,1.0,8.0,8.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1925,1994,702,842,1472,1,6,0,1925.0,1,250,11.736069016284437,4.0,0.0,3.0,3.0,4.0,0.0,17.0,2.0,0.0,0.0,2.0,12.0,13.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,6.0,6.0,1.0,2.0,1.0,4.0,2.0,6.0,3.0,5.0,3.0,5.0,1.0,1.0,1.0,8.0,4.0
6,1999,1999,1224,1224,1224,2,5,0,1999.0,2,402,12.013700752882718,4.0,1.0,3.0,3.0,2.0,0.0,11.0,2.0,4.0,2.0,3.0,12.0,13.0,1.0,3.0,4.0,2.0,0.0,4.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
6,1969,1969,663,663,1352,1,7,0,1969.0,1,299,11.970350312009105,3.0,1.0,3.0,3.0,0.0,0.0,19.0,2.0,0.0,5.0,1.0,6.0,6.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,8.0,4.0
6,2005,2005,728,728,1456,2,8,0,2005.0,2,400,12.078239274020289,3.0,1.0,0.0,3.0,4.0,0.0,8.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,8.0,4.0
7,2006,2006,879,879,1863,2,9,1,2006.0,3,660,12.297785453453374,3.0,1.0,0.0,3.0,4.0,0.0,8.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,3.0,0.0,5.0,5.0,2.0,4.0,6.0,5.0
7,1916,1950,815,815,1690,1,7,1,1916.0,1,225,11.877568578558138,4.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,4.0,1.0,8.0,8.0,2.0,3.0,4.0,0.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,4.0
7,2001,2001,1212,1212,1212,2,6,0,2001.0,2,573,12.089538829274222,3.0,1.0,3.0,3.0,4.0,0.0,5.0,2.0,0.0,2.0,1.0,12.0,13.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1963,1979,1051,1382,1382,1,6,1,1974.0,2,459,11.904967552746252,3.0,1.0,3.0,3.0,4.0,0.0,19.0,2.0,0.0,2.0,1.0,6.0,6.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,6.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1970,1970,864,864,864,1,5,0,1972.0,1,280,11.661776411702583,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,0.0,2.0,1.0,8.0,8.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,6.0,6.0,1.0,2.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,4.0,7.0,0.0
7,1998,1998,866,866,1779,2,6,0,1998.0,2,546,12.195517131590657,3.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,0.0,5.0,1.0,12.0,13.0,2.0,3.0,4.0,2.0,2.0,4.0,0.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1925,1997,884,884,1348,1,5,1,1960.0,1,216,11.669929213779893,4.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,3.0,4.0,0.0,4.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,1.0,5.0,3.0,5.0,5.0,0.0,4.0,8.0,4.0
7,2000,2001,1630,1630,1630,2,6,1,2000.0,2,451,12.269047444691562,3.0,1.0,3.0,3.0,4.0,0.0,5.0,2.0,0.0,2.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1975,1975,1056,1074,1074,1,6,0,1975.0,2,495,11.941455846009388,3.0,1.0,3.0,3.0,4.0,0.0,14.0,2.0,0.0,2.0,1.0,6.0,6.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,0.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,8.0,4.0
7,1990,1991,2158,2196,2196,2,7,1,1990.0,3,701,12.513189630620563,3.0,1.0,0.0,3.0,1.0,0.0,20.0,2.0,0.0,2.0,3.0,6.0,6.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1966,1966,1056,1056,1056,1,5,0,1966.0,1,384,11.580584113444043,2.0,1.0,3.0,3.0,4.0,0.0,20.0,2.0,0.0,2.0,1.0,6.0,6.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,8.0,4.0
6,2003,2003,1682,1700,1700,2,7,0,2003.0,2,544,12.206072645530174,3.0,1.0,3.0,3.0,4.0,0.0,5.0,2.0,0.0,2.0,1.0,12.0,13.0,1.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1962,1980,931,1283,1283,1,6,0,1980.0,2,506,11.84939770159144,3.0,1.0,3.0,3.0,4.0,0.0,12.0,2.0,0.0,2.0,1.0,8.0,8.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,5.0,1.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
8,2006,2006,1660,1660,1660,2,8,1,2006.0,2,500,12.577636201962656,3.0,1.0,0.0,3.0,1.0,0.0,21.0,8.0,0.0,2.0,3.0,12.0,13.0,3.0,2.0,4.0,2.0,0.0,4.0,2.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,6.0,5.0
6,1992,1992,1055,1055,1845,2,8,1,1992.0,2,462,12.14950229404178,3.0,1.0,3.0,3.0,4.0,0.0,20.0,2.0,0.0,5.0,1.0,13.0,14.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,0.0,1.0,4.0,2.0,6.0,5.0,1.0,2.0,5.0,5.0,2.0,0.0,8.0,4.0
8,1988,2005,559,1080,1752,2,8,0,1988.0,2,492,12.007621706806335,3.0,1.0,0.0,0.0,4.0,1.0,8.0,2.0,0.0,0.0,1.0,13.0,14.0,2.0,2.0,4.0,5.0,2.0,4.0,0.0,2.0,6.0,1.0,2.0,1.0,4.0,3.0,6.0,3.0,2.0,2.0,5.0,5.0,2.0,4.0,8.0,4.0
4,1941,1950,672,672,672,1,4,0,1941.0,1,234,11.635143097694478,3.0,1.0,3.0,3.0,4.0,0.0,7.0,2.0,0.0,2.0,3.0,8.0,8.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,0.0,4.0,8.0,4.0
4,1965,2001,648,960,960,0,3,0,1965.0,1,364,11.884489021402711,3.0,1.0,0.0,3.0,1.0,0.0,19.0,2.0,0.0,7.0,1.0,12.0,13.0,2.0,3.0,2.0,1.0,4.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1962,1962,925,999,999,1,6,0,1962.0,1,300,11.809319478024031,3.0,1.0,0.0,3.0,4.0,0.0,12.0,2.0,0.0,6.0,1.0,8.0,8.0,2.0,3.0,4.0,1.0,4.0,4.0,0.0,1.0,6.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
5,1966,1966,894,894,894,1,5,0,1966.0,1,384,11.736069016284437,3.0,1.0,0.0,3.0,4.0,0.0,19.0,2.0,0.0,2.0,1.0,12.0,13.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,3.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,5.0,2.0,5.0,5.0,2.0,2.0,8.0,4.0
6,1978,1978,0,1318,1902,2,8,0,1978.0,2,539,11.626254150277232,4.0,1.0,3.0,3.0,4.0,0.0,19.0,5.0,2.0,0.0,1.0,12.0,13.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,3.0,5.0,5.0,2.0,4.0,8.0,4.0
